ID	Text	Labels
facebook_corpus_msr_1887390	Indian express ko vi chorna chahiye patrakarita	(CAG,GEN,NCOM)
facebook_corpus_msr_350106	Kangres party ke log khhali baten banana jante hai  kam kuch nahi karta modi ji ka sath dena chahiy	(OAG,GEN,NCOM)
facebook_corpus_msr_322795	Hahaha tmhary india m bucha bi hota ha tu tmhara gando media and gando govt kahti ha ISI ny karwaya ha rendians 😂😇😍	(NAG,NGEN,NCOM)
facebook_corpus_msr_694975	puri duniya ke liye khtra nan gaya islamic terorism	(OAG,NGEN,NCOM)
facebook_corpus_msr_360394	Modiji aatank ka ek hi dharam he. samajdar log samaj jaye. Baki modiji k ankho pe chashma hata diya gaya he	(NAG,GEN,NCOM)
facebook_corpus_msr_367453	Tum bhosdi k rajnitik yaha bhi kr rahe Ho yaha ka gadda kun hai khul k bol yaha kun army ko marta hai	(NAG,NGEN,NCOM)
facebook_corpus_msr_1224196	महाभारत में 'मैं समय हूं' की आवाज़ के लिए पहले किन्हें चुना जाना था..	(CAG,GEN,NCOM)
facebook_corpus_msr_322769	Kashmir main her ek maa aur behen iss से b ziyada khoon के aansu her din bahate hain.	(NAG,GEN,NCOM)
facebook_corpus_msr_409796	INDIA Tv  like this chanel  curent time no like india tv canel ko hamare gare ke sabhi log kam se kam 24 hr  10 hr dekhte the inhone janta ke saat   dhoka kiya hai inhone ab  ANNA JI ka yani hamre  ANNA JI KE SATH DHOKA KIYA  INDIA  TV  NE HI ANNA KA  AANSAN PLOPE  KARYA HAAI	(OAG,NGEN,COM)
facebook_corpus_msr_373448	बस फिल्म देखते रहो सर हद पर हमारे जवान सहीद हो रहे है जरा सोशो	(NAG,NGEN,NCOM)
facebook_corpus_msr_1477091	"आपके भीतर जो डर बैठा है

मंगलवार को पत्रकारों के मार्च से लौट कर कब सो गया पता नहीं चला । कई टाइम ज़ोन पार कर आया था इसलिए कई मुल्कों की रातों की नींद जमा हो गई थी । इसी को जेटलैग कहते हैं । अचानक नीचे से हुंकार भरी आवाजें आने लगी । इन आवाज़ों को सुनकर लगा कि मैं किसी दूसरे मुल्क में हूँ । किसी और टाइम ज़ोन में हूँ । शाम के वक्त आसमान से टपकती बूँदों से धरती जितनी तर हो रही थी उससे ज़्यादा मैं इन नारों की आक्रामकता से सूखने लगा । घर में घुसकर मारने के नारे लगाये जा रहे हैं । उन नारों से जो शोर पैदा हो रहा था वो मेरे भीतर बैठ गया । मारने के नारे और टीवी पर गोली मार देने के बयानों के बीच बची हुई जगह मिल नहीं रही थी । हर किसी की पीठ पर बंदूक तनी नज़र आ रही थी ।

http://naisadak.org/aapke-bheetar-jo-dar-baitha-hai/"	(CAG,NGEN,NCOM)
facebook_corpus_msr_356272	Sarkar kitni Gambhir hai iska andaza isi baat say lagaya ja sakta hai ke Modi ji ko sari dunya ka liye tweeter karne ko time hai par shaheedon ke liye time nahi.. abhi tak PMO ya Modi ji ke tweeter account say kashmir hamle may mare gaye ek bhi shaheed ke liye  ek bhi tweet aaj subha tak nahi kiya gaya..	(OAG,GEN,NCOM)
facebook_corpus_msr_468663	Steven Redar  hahaha bc  ! Pakistan air force ka pass bhe nae asakta tum ! jalna wala log 👋🏻👋🏻✋🏻🖐🏻✋🏻	(CAG,GEN,NCOM)
facebook_corpus_msr_340681	अब नहीं देखा जाता आश्वासन पर आश्वासन कोई कुछ नहीं कर रहा भगवान भरोसे देश चल रहा है आगे भी वही रखवाला है	(NAG,NGEN,NCOM)
facebook_corpus_msr_1724306	DogI Nigam	(CAG,NGEN,NCOM)
facebook_corpus_msr_407552	"Chal be Bandar ki OLAD 
GAO .BANDAR.SANP.HATHI KUTEY.BILI.JO POOJNE WALI JAHIL NATION 
ULU KI NASAL 
GO DRINK GAOMOOTRA 
HA HA HA HA HA HA HA HA"	(NAG,NGEN,NCOM)
facebook_corpus_msr_401332	Gandu idian goverment..... Kuch siko pak goverment sey jo Every Year jawano ka sar kaat kar ley jaatey hai.... Aur hamari goverment kebal yahii bolti hai..... Jawaano ka balidaan bekaar nahi jaegaaa...... Ek baar apney londey ko Army Mai join karkey dekoo... Jo bo maaregaa Tab khanaa.... Balidaan bekkar nahi jaaegaa......	(OAG,NGEN,NCOM)
facebook_corpus_msr_394768	Tumhare soldiers bhuk mar rhe hn pehle unko patanjalo aata sab kuch khilao phir aao birder cross krne 😂😂😂😂	(OAG,GEN,NCOM)
facebook_corpus_msr_332601	"Hamare Senik kab tak shaheed honge...

Kab tak hum media Bazi...Se hero Banege

 Media ki Bato jesa zoordaar Hamla sach mei karenge..

 Pakistan Ko Okaat mei rakhna bhi bas ki baat nhi...

. Desh ki Janta Ko KB tak media se Bewakuuf Banwate Rahoge"	(OAG,NGEN,NCOM)
facebook_corpus_msr_340737	waise kargil me aisa kar chuke ho aur baad me swikar kiiya ... tum hijado kii 93000 army ko pakad ke yu hi chhod diya tha lekin tum jaise randi ke pille hote hi ahsan paramosh hai... besharm pakistani dalle	(NAG,NGEN,NCOM)
facebook_corpus_msr_383033	Bhai log Sarkar se kuhc nhi kaho Bhakt log naraz ho gaye to aapko deshdrohi ka darza mil sakta h or apko deshnikala bhi diya ja sakta h........ Sarkar or Bhakt log safe rehne chahiye...... Army walo ko saheed ka darza mil hi jayega or Modi g or Rajnath g kade sabdo me Pakistan ki ninda to kar hi denge media ke samne.......	(CAG,GEN,NCOM)
facebook_corpus_msr_349682	Haan Bhai modi jeetega usne evm control kar liya hai	(OAG,GEN,NCOM)
facebook_corpus_msr_1724340	Ra sonu nigam tera baap ni rokhata	(NAG,NGEN,NCOM)
facebook_corpus_msr_386784	Sach me marana chahiye....sale aatankwadi Ko oxygen dete ha...vipachha me rahkar policy banakar..	(OAG,GEN,NCOM)
facebook_corpus_msr_399524	Juzer Hussain sahb..abhe tk jo thorra bhot ap log india mn saans lerahy ho..ye bhe pakistan ki wajha sy..	(NAG,GEN,NCOM)
facebook_corpus_msr_656266	Pichwara uthakar chilla kahi sayad tera KHUDA behera hai	(CAG,NGEN,NCOM)
facebook_corpus_msr_368265	देखो भाई लोग केजरीवाल के पिछे लगकर बहोत लोगो ने अपनी जिंदगी खराब कि है क्योंकि लोगो का मकसद अच्छा था ,पर केजरीवाल पागल मतलबी निकला,खुद को सबसे जादा होशियार समझता,पर सच्चाई यह है जो सचमुच ईंटेलिजेन्ट था वोह वैद्न्यानिक बने और देश के सर्वोच्च पद के स्थानपर (राष्ट्रपति)बने वोह महान व्यक्ति थे एपिजे अब्दुल कलाम सहाब .तो होशियार व्यक्ति कलाम सर जैसे होते हैं ना कि केजरीवाल जैसे.	(OAG,NGEN,COM)
facebook_corpus_msr_351578	तुम जीबाह करो या कुछ भी...मरना तो उस जीव कॊ है ही तुम्हरे स्वाद के लिये	(OAG,GEN,NCOM)
facebook_corpus_msr_325353	Bhai aam aadmi party pe jis tarah se apne lose motion ka blame bhi MODI pe dalti hai us hisab se BJP ka bhi thoda haq banta hai AAP ko kahi kahi blame karne ka😂😂😂😂😂	(OAG,NGEN,NCOM)
facebook_corpus_msr_2141841	Habib HR... Tumhari konsi missile... Nuclear power ke Naam pe nuclear bomb ka formula churaane waale... Tere scientists ban hue the or Jo gaali tu bakk Raha he wo bhi unhone khud khai or tere desh Ko khilai. Wese bhi tere yaha konsa Google sachh Bata hoga.... Wo bhi China ka duplicate hoga..	(OAG,GEN,NCOM)
facebook_corpus_msr_1887266	काम ता सरकार पूरा लेती है और कहलाते है अर्धसैनिक सुविधा भी कम तनखा भी कम लेकिन काम पूरा चाइये सरकार को यह एक कारण हो सकता है	(CAG,NGEN,NCOM)
facebook_corpus_msr_339353	ABD..NE DHONA START KIYA TO SALA UNGLIYA GINTA REH JAYEGA	(OAG,GEN,NCOM)
facebook_corpus_msr_233966	Bhaiya etna news bas jab koie jawan marta h tabhi aata h sare news channel par aur logo me gussa tbhi aata h..... aisa ku??	(OAG,GEN,NCOM)
facebook_corpus_msr_1724127	Atif Malik shayad kisi ek jaga aap ne dekha hoga sab jaga to dekh nahi sakte ek baar me	(NAG,NGEN,NCOM)
facebook_corpus_msr_365537	Sale kuch gaddar yaha b h jaise kasmiri atnkwadi wagarah wagarah bahut s h...	(CAG,GEN,NCOM)
facebook_corpus_msr_371496	भारत जितना अधिक बर्बाद हो रहा है उतना ही भारत को बर्बाद करने की इंग्लैंड की नीति सफल हो रही है। भारत के भ्रष्टाचारी नेताओं, पाकिस्तान के शासकों और आतंकवादियों के मालिक एक ही हैं। इनके असली मालिक तो वे विदेशी शासक हैं जिन-जिन इंग्लैंड + अमेरिका + स्विट्जरलैंड + दुबई आदि देशों में भारत और पाकिस्तान के भ्रष्टाचारी नेताओं ने अपने-अपने देशों से लूटा हुआ धन रखा हुआ है। उन विदेशी शासकों के दबाव में ही भ्रष्टाचारी नेता भारत को बर्बाद करने में लगे हुए हैं क्योंकि भ्रष्टाचारी नेताओं पर ये दबाव रहता है कि यदि इन्होंने विदेशी शासकों के अनुसार काम नहीं किया तो विदेशी शासक भारत के भ्रष्टाचारी नेताओं की सम्पत्ति जब्त करने के साथ-साथ सम्पत्ति की जानकारी भारत के नागरिकों को दे देंगे। पेट्रोल पंप, ताबूत, व्यापम, दिल्ली MCD, DDCA आदि घोटाले करने वालो ने और बोफोर्स, 2जी, कोयला आदि घोटाले करने वालो ने देश को लूटने और बर्बाद करने में कोई कसर बाकी नहीं छोड़ी। देशहित को पीछे छोड़कर जबतक हम अपने-अपने व्यक्तिगत स्वार्थ के कारण अपनी-अपनी राजनीतिक पार्टी/नेता को प्राथमिकता देते रहेंगे तबतक हम यूँ ही बर्बाद होते रहेंगे। भाषणों से और मीडिया द्वारा बनवाई गई छवी से भ्रमित ना होकर देखना हमें ये चाहिए कि किसी भी राजनीतिक पार्टी/नेता ने सरकार में आने के बाद काम क्या किया। एक सेकुलरिज्म और दूसरे दंभी देशभक्ति का ढोल बजाते रहो, अपनी-अपनी राजनीतिक पार्टी/नेता का राग आलापते रहो और अपने देश को बर्बाद करते रहो। यही हो रहा है।	(OAG,GEN,NCOM)
facebook_corpus_msr_1737172	AAP Ki Support hi krna	(NAG,NGEN,NCOM)
facebook_corpus_msr_1003353	देखें लाइव : संविधान के डिजिटल संस्करण का विमोचन, पीएम मोदी ने कहा - समय के साथ बदलते हैं मायने http://khabar.ndtv.com/videos/live/channel/ndtvindia	(OAG,GEN,NCOM)
facebook_corpus_msr_347679	Yeahi hi achche din modiji. Toh aise achche din Hume nhi chahiye..... JO hamare jawano ki jaan de kar mile nahi asie chachiye ....	(NAG,GEN,NCOM)
facebook_corpus_msr_1805706	Paysa do bolega anna	(OAG,GEN,NCOM)
facebook_corpus_msr_956404	ravish ji aise hi news laya kare. thanks	(NAG,NGEN,NCOM)
facebook_corpus_msr_470753	jis maa ke jawan bachche hoon aur budhape me maa ko kataar me lagna pade thoo hai aise beton par	(NAG,GEN,NCOM)
facebook_corpus_msr_2082609	Bc mc modi...feku...	(NAG,GEN,COM)
facebook_corpus_msr_329762	"jiska Husband Ajay Devgan apni chest par Bhagwan shankar ki  photo  Banwata hai   uski   Biwi Aisa  Bhrast  kaam nahi kar sakti.. 

     Agar kisi Rehan mulla ne ye kiya hai to

                          usko Dhyan Rakhna tha Hindu ke saamne  Beef nahi rakhna chahiye... Apni personal zindgi mai wo kuch bhee kare"	(OAG,GEN,NCOM)
facebook_corpus_msr_374327	Sale chutiyo tum log ye dikhao pakistani kaise hamla kiya ye mat dikhana ki kaise mara jaye un haramkhoro ko	(NAG,NGEN,NCOM)
facebook_corpus_msr_464759	modi, ne sab ko beggar bana diya, khud bjp n modi, loot liya public ko, aur amir ho gaye.?	(NAG,NGEN,NCOM)
facebook_corpus_msr_340765	"Sam Thong
Are indian muslims bhut acche hote h tmhare trh chote soch k bi hote h
Bhn mante h sb
Aur india me chahe muslim hi kyu na ho kau fakr rhega 
Kyuki indian phle rhungi
Pakistani khelane se t9 better h
Pakistani khana to gali ho jaigi
Jaise tm meko sex comment kr rhe ho na it's not good tha lihaz krl o
Kl hi khi padha tha pakistan e ladkiyo bdi izzat krte g log
Lo dekh lo kitni izzat krte h"	(NAG,NGEN,NCOM)
facebook_corpus_msr_329899	यह देश के  विकास  व प्रगति।   का। विषय है?	(NAG,GEN,NCOM)
facebook_corpus_msr_1887219	And what is keeping you in Singapore, scared of India ??	(OAG,GEN,NCOM)
facebook_corpus_msr_710113	Ki jarurat aina reta flaon di tuhade kol evm he set kiti hoi	(OAG,NGEN,NCOM)
facebook_corpus_msr_747629	अखिलेश भाई आप निश्चय ही एक कामियाब नेता है। आपके फ़ेल होने का मुख्य कारण ये की आपको किसी सहारे की जरूरत नहीं थी फिर भी आपने सहारा किया। और सहारा भी उसका जो पहले से बेसहारा है?अगर आप अपने मन से सवालो के उत्तर लिखते तो शायद आप 10%पास होते मगर आपने नकल भी उस की मारी जो आज तक पास होने की जद्दोजहद मे है????	(NAG,NGEN,NCOM)
facebook_corpus_msr_359228	ये विचारधारा किस बीमारी का नाम है .गरीब मजदुर असहाय लोगो को शिक्षा स्वास्थ देना ये ही विचार धारा है .	(NAG,NGEN,NCOM)
facebook_corpus_msr_1947060	मौलाना साहब मोहब्बत में दिखावा नहीं किया जाता। और आपको वो पसंद आते है जो दिखावा करते हैं।	(NAG,NGEN,NCOM)
facebook_corpus_msr_1737116	Sab bjp se paisa liye ho aur desh ki desh ki janta ko gumrahha kar rahe ho	(CAG,NGEN,NCOM)
facebook_corpus_msr_300324	Nakslwaad ki baat kar bhai	(CAG,NGEN,NCOM)
facebook_corpus_msr_336703	तुमलोग बस घनटि बजावो दोसरा काम नही करसकतै तुमलोग बस घनटी ही लाईकहे	(OAG,NGEN,NCOM)
facebook_corpus_msr_387757	Pankhudi jee an aap apne park se nahi us rahi hai	(OAG,GEN,NCOM)
facebook_corpus_msr_360217	"Hamare Senik kab tak shaheed honge...

Kab tak hum media Bazi...Se hero Banege

 Media ki Bato jesa zoordaar Hamla sach mei karenge KB...

 Pakistan Ko Okaat mei rakhna bhi bas ki baat nhi...

. Desh ki Janta Ko KB tak media se Bewakuuf Banwate Rahoge..

Hamara Bharat Desh kabhi maaf nhi karega.... jai hind"	(NAG,NGEN,NCOM)
facebook_corpus_msr_397558	Lol ..Abe chuthiye.. kaha se lata hai tu aise jokes 😂😂😂	(CAG,GEN,COM)
facebook_corpus_msr_443991	Teri bahen ko choosa kamine sale sab post pe apni aukad dikha raha hai Zuber Mansuri	(NAG,NGEN,NCOM)
facebook_corpus_msr_233648	Rohit aap kiyu nahijate nakshal Ariyame kaho vaha jakar hamare javanoko na mare	(CAG,GEN,NCOM)
facebook_corpus_msr_1389095	taaki  be roktok paise kama sakein	(OAG,GEN,NCOM)
facebook_corpus_msr_233989	Inn netao k Ghar see ek ek person ko front pe bhjeo fir poocha kya karna hai problem ka	(NAG,NGEN,NCOM)
facebook_corpus_msr_401398	Maan lo tumhry army wly hijdy han kch ni kr sakty	(OAG,GEN,NCOM)
facebook_corpus_msr_349773	ये भी खोज का विषय है ... कि मोदी जी के कौन से ऐसे काम है जिनसे जनता खुश हो कर बम्पर बहुमत दे रही है? क्यों कि... ना मँहगाई घटी ना किसान आत्महत्या रुकी ना भृष्टाचार कम हुआ ना गुंडाराज खत्म हुआ ना नोकरशाही खत्म हुई ना कश्मीर के हालात बदले बल्कि बद से बत्तर हुए ना पाकिस्तान पर शिकंजा मजबूत हुआ ना चीन ने आँख दिखानी बन्द की ना आतंकवाद का खात्मा हुआ ना रोजगार बढ़े ना किसानों को उनका समर्थन मूल्य मिला ना गरीबो के लिए कल्याणकारी योजनाएं बनी ना कालाधन वापस आया ना नोटबंदी से लोगों को फायदा हुआ ना विदेशी दौरों से लाभ मिला ना कांग्रेस के दामाद पर कार्यवाही हुई ना 2g घोटाले के दोषी जेल गये ना कोयला घोटाला करने वाले जेल गये ना कॉमनवेल्थ गेम के गुनाहगार जेल गये ना गंगा साफ हुई ना रेल दुर्घटनाये रुकी ना कांग्रेस मुक्त भारत हुआ बल्कि कांग्रेस युक्त बीजेपी हो गई ना विजय माल्या को पकड़ा गया ना लोकपाल को पास किया उल्टे RTI के अधिकार काम किये ना शिक्षा के क्षेत्र में कोई सुधार हुआ उल्टे बजट कम किया ना स्वाथ्य के क्षेत्र में कोई सुधार किया ना सरकारी हॉस्पिटल की स्थति सुधरी ना सबका साथ सबका विकास हुआ . . . तो क्या बदला 3 साल में जो जनता इतना खुश है कि हर चुनाव में बीजेपी को बम्पर बहुमत मिल रहा हैं और भारत मे बीजेपी एकछत्र राज की तरफ बढ़ रही है।बीजेपी सिर्फ़ हिन्दू मुस्लिम को लडाने कि राजनीति कर रही है वो भी सिर्फ वोट बैंक के लिए और सत्ता पाने के लिए। क्या कोई है जो इस पहेली को समझ सके आपके जवाब का इंतजार है? इस पोस्ट को देखकर अब बीजेपी के चमचों की फटेगि और ऐ बौखला के अपने मा बेहन और बाप का परिचय देंगे.. ... .. .. .. .. . धन्यवाद... .... जय हिंद। भारत माता की ज💖	(OAG,NGEN,NCOM)
facebook_corpus_msr_394724	Sallo mullo hum india wale ek sath paishab bhi kare na to tumare terriostan pak m flood aa jayega	(NAG,GEN,NCOM)
facebook_corpus_msr_356021	"Ab to aesa lag raha hai modi ji ki halat
Manmohan singh jese ho gaya hai.....roj Sena ke
jawan mar rahe hai aur modi ji sirf dukh prakat
kar rahe,Hame 7 nahi 700  Pakistanio ka khun chahiye"	(CAG,NGEN,NCOM)
facebook_corpus_msr_410655	Kanun ka chkkr to lamba chalta hai?jese 16 sal baad lalu par sirf aarop hi tay hua?	(NAG,NGEN,NCOM)
facebook_corpus_msr_350041	"Ab modi Ji ye mat bolna ki wo to chunawi jumla Tha
Nhi to sainiko ki aatma AAP ko kabhi maf nhi karegi"	(OAG,NGEN,NCOM)
facebook_corpus_msr_340767	Sala Pakistan ko khatam krne mai mere ummid se 5 min.kafi hai ,q ki pak jitna bra h utna bra mera Bihar hai ,jyada time waste v NHI hoga ....	(NAG,NGEN,NCOM)
facebook_corpus_msr_364764	Kab tak hamare jawan shahid ho rahe ge..iska koi jwab h	(CAG,NGEN,NCOM)
facebook_corpus_msr_1947196	Ye ansar raza ko koi nahi maanta hai	(NAG,NGEN,NCOM)
facebook_corpus_msr_324031	Problem yahan nahi hai ki usne nahi kiya..problem yahan hai ki kisi ne kuch nahi kiya..wo media house Bhi video banata raha..kisne kya kiya..humara samaj Mara hua hai..ye chije roj hoti hai..report kabhi kabhi banti hai.. problem humara hai..Jo jaha hai chor hai aur dusre se imandari ki apeksha rakhta hai	(OAG,GEN,NCOM)
facebook_corpus_msr_1907030	Bhai bangal kyu nahi gaye Indian express	(CAG,NGEN,NCOM)
facebook_corpus_msr_374100	Dalaali ka aalam dekhiye ki......dalaal media koi behes nahi karva raha ....na hi modi pe savaal khade kar raha hai aur na hi defence minister ka istifa......dalaali itni jyada hai ki agar behes hoti bhi hai toh dalaal media bjp ke spoke person ke hisaab se bolti hai n ulta vipaksh se hi savaal karne lagti hai..... Par galti desh ki janta ki hai....yeh dekhte huye bhi ki modi raaj main aisi ghatnaaye aur bhi bad gayi hai.....aatanki ab army camps n base main ghusne lage hai....bjp Wale ISI agent nikal rahe hai.....uske baad bhi...janta inko jeeta rahi hai...kyoki bjp n modi farzi desh bhakti ka dhong karte hai....n unhone desh ki janta ko Hindu Muslim main uljha ke ullu bana diya hai......koi bhi user....istife ka post nahi likh raha .......ab ati ho chuki hai.....defence minister ka istifa hona hi chahaiye.... Modi ki besharami ab nahi chalegi.....dalaal media desh ko barbaad na kare....modi ki naakaamiyo ko chupaake...aur desh ko gumrah karke	(NAG,GEN,NCOM)
facebook_corpus_msr_2179423	Colossus HNLU k promo ke liye aisa kuch karna chahiye :P	(CAG,NGEN,NCOM)
facebook_corpus_msr_382476	Salman Shahrukh and Aamir yeh teen Hamesha festival main hi film release karta hai kiyuki festival main chutti hoti hai aor logo pass Koi dusra option nahi Hota Jake film dehkleta ho  isiliye yeh teen mullu ka film hit Hota hai..hit keya bas chalta hai	(OAG,NGEN,NCOM)
facebook_corpus_msr_429179	Irshad ahamaji p ke pass   brain hai  to ap bhi puri duniya mutthi  mai kar sakate ho .kisiko   kosane se kuch nahi milega kosa	(OAG,GEN,NCOM)
facebook_corpus_msr_326108	Mohammad Subhan Salman Teri maa ko Indian kutte cho.,, BC KUTTEY	(CAG,GEN,COM)
facebook_corpus_msr_1735850	Bhai telangana me BJP nhi hai	(OAG,GEN,NCOM)
facebook_corpus_msr_373621	"जब हिंदुस्तानी हिंदू बात कर रहे हो
 तब पाकिस्तानी भिखारियों को बीच
 मे नही टपकना चाहिए"	(OAG,GEN,NCOM)
facebook_corpus_msr_1931173	Bc alag hi level pe chal rhe yeh bande	(CAG,GEN,NCOM)
facebook_corpus_msr_400208	Sb jhut he pakistan kisi army ke sath aisa suluk nhi kar sakta ye sb indian polititions ki gandi chal he kb smjhenge public inki bhondi chal ko jo hindu musalman ko ladana chahte hen jung to wese bhi hal nhi siway tabahi ke kch hath nhi ayega	(CAG,GEN,NCOM)
facebook_corpus_msr_374261	गौ रक्षक दल देश की सीमा की रक्षा करने क्यों नही जाते? क्या उन्हें ये खबर देख कर गुस्सा नही आता, उन्हें सैनिकों की मौत पर गुस्सा नही आता है, क्या वे केवल निहत्ते, बूढ़े और कमज़ोर लोगों को मारने में ही अपनी बहादुरी समझते हैं?	(OAG,GEN,NCOM)
facebook_corpus_msr_364574	Rss vhp bajrandall waloun ko bhejo border me tab jake Pakistan ki eet se eet bajayega	(NAG,NGEN,NCOM)
facebook_corpus_msr_656245	Haa bhai paida kar aur aurat ka jina haraam kar ..kar paida...kyoki piche se tumari koi marega to aage se varaas v to tumilog nikaloge	(CAG,NGEN,NCOM)
facebook_corpus_msr_374252	Bikul bhai jaise1947 m ek sath hokar humne pura hindustan jita tha aaj bhi hum ek hokr pura pak ko mitaa sakte ha	(CAG,GEN,NCOM)
facebook_corpus_msr_373336	तू सैनिक के परिवार से है लेकिन आज तक तुझे 2 सब्द बोलते हुए नहीं देखा सैनिको के लिए	(CAG,NGEN,NCOM)
facebook_corpus_msr_679617	"⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽
आओ - हम सब मुसलमान मिलकर ! 4 बीबी और 40 बच्चे, पैदा करके ! एक नंगे, भूखे, लाचार और ""अपाहिज"" इस्लाम की, मजबूत नींव रखें !
⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽"	(OAG,GEN,NCOM)
facebook_corpus_msr_1737048	Saale media waalo ko ess video k nain message se kuchh lena dena nhi ..but faaltu ka bakwaas krwa lo ense bas ...	(OAG,NGEN,NCOM)
facebook_corpus_msr_386768	राज कुमार सैनी जी आपको भी दिग्विजय सिंह की तरह मीडिया में बने रहने का शौक लग गया है क्या जो कुछ भी बोल देते हो l	(OAG,GEN,NCOM)
facebook_corpus_msr_394032	ye hosh wala kahase aai.sala 60 shal ki budha jesa dukhta he.	(CAG,NGEN,NCOM)
facebook_corpus_msr_1034364	Flop hai modi sarkar....bade defaulters ke loan maaf.....n aam janta ko loota ja raha hai	(CAG,NGEN,COM)
facebook_corpus_msr_407054	Suar ke choda hai sala.... Tere muh khone ki aukad nahi	(CAG,GEN,NCOM)
facebook_corpus_msr_656137	Sahi bola	(OAG,NGEN,COM)
facebook_corpus_msr_365348	Bjp pkka haregi Rajasthan m likh k le lo modiji ldenge tbi jeet payegi	(OAG,GEN,NCOM)
facebook_corpus_msr_710016	बहुत अच्छा किया बीजेपी को वोट देकर अब तो उम्मीद कर ही सकते है कि यूपी के जितने भी बूचड़खाने है सब बंद होने चाहिए	(NAG,NGEN,NCOM)
facebook_corpus_msr_1337504	Export k liye feku kuchh nhi kar paaa rahe jisse ki hmari economy strong hogi videshyio ko bula rahe hi desh lootne k liya	(NAG,NGEN,NCOM)
facebook_corpus_msr_360831	Saare bike hue hain inki baaton par biswas mat kro	(CAG,GEN,NCOM)
facebook_corpus_msr_382480	Khak hit de rhi hai khan sala... Dr ke maare ed pr release krta h... Tublight ka to aukat pta lg gya bahubali ke samne.. Fat gyi salman ki	(OAG,GEN,NCOM)
facebook_corpus_msr_1405266	@ShekharGupta के साथ चलते-चलते में रात 9.30 देखिए #Flipkart के संस्थापकों से खास बातचीत... khabar.ndtv.com/video/show/chalte-chalte/walk-the-talk-with-flipkarts-founders-362311	(NAG,NGEN,NCOM)
facebook_corpus_msr_405120	Un kayaron ke karya se bhi aapka deshprem kam nahi sakta.	(NAG,NGEN,NCOM)
facebook_corpus_msr_349460	Bhai....hamein tumhare mamle mein koi interfere nhi karna he. Modi ji...pehle paki kutto ko maro.hamare jawan kab tak marenge??	(NAG,GEN,NCOM)
facebook_corpus_msr_506706	"📢📢Good News📢📢

आइये digital india से जुड़िये.....
और घर बैठे लाखो कमाये.......
और दूसरे को भी कमाने का मौका दीजिए...
💰कोई इनवेस्टमेन्ट नहीं है......
आईये बेरोजगारी को भारत से उखाड़ फेकने  मे हमारी मदद कीजिये...

🇮🇳🏂डिजिटल इंडिया मिशन में champcash का नया धमाका champcash में जुड़कर कमाओ लाखों रूपये बिना एक रुपया निवेश किये।
 💥MLM- की दुनिया और डिजिटल इंडिया में आपको बिना एक रुपया लगाये आपको हर महीने लाखों करोड़ों कमा के दे सकता है।
📟📱आपका android मोबाइल champcash का मिशन डिजिटल 🇮🇳इंडिया

 क्या आप भी champcash के मिशन डिजिटल इंडिया में शामिल हुए या नहीं

🏂 यदि आप लोग अभी तक champcash के मिशन डिजिटल इंडिया में शामिल नहीं हुए हो तो,,
📝 अभी ज्वाइन करो और champcash के मिशन डिजिटल इंडिया से जुड़कर बिना एक रुपया लगाये कमाओ 
हर महीने लाखों करोड़ों रूपये और अपने दोस्तों और 🏠पड़ोसियों , 
👪अपने रिश्तेदारों ,
⚡अपने साथ काम करने वालों ,
🚶विधार्थियों और जो भी बेरोजगार भाई हैं 
सबको champcash के मिशन डिजिटल इंडिया से जोड़ो 
💰और बिना एक रुपया निवेश किये आप लोग कमाओ लाखों रूपये अब champcash आपको डिजिटल मिशन को पूरा करने के लिए 
✅💯आपको फ्री ज्वाइन करेगी और इस मिशन को पूरा करने के लिए आपको देगी लाखों रुपये ,
⚡champcash आप लोगों को अप्प इनस्टॉल करने के ही आप लोगों को देगी लाखों रूपये और भाइयों कंपनी का भागने का तो सवाल ही नहीं उठता 
😃💶क्यूंकि कोई भी कंपनी पैसे लेकर भागती है ना की पैसे देकर इसलिए champcash के मिशन डिजिटल इंडिया में शामिल होकर भारत को डिजिटल इंडिया बनने में मदद करो आओ समझें कैसे?
🌐 जो इंटरनेट डेटा आप लोग अपने एंड्राइड मोबाइल या टेबलेट पे फालतू के मेसेज और विडिओ देखने में खर्च करते हो अब उसका उपयोग पैसे कमाने में करो 
1 आप अपने मोबाइल और टेबलेट के प्ले स्टोर में जाएँ 
🌐और app में champcash app सर्च करें install करें। 
✅ 2 champcash के इनस्टॉल हो जाने पर उसको open करें और signup करें 
✅ 3 signup के दौरान refer ID of sponsor माँगने पर 609537 डालें और proceed करें 
✅ 4 signup पूरा होने पर आपको एक challenge मिलेगा जो accept करना है और उसमें जितनी भी app दी गयी हैं वो install करनी हैं ,
✅जिन जिन app में signup करने को कहा है वो करना है सब app install हो जाने पर आपका चैलेंज complete हो जायेगा और आपकी ID activate हो जाएगी और आपको $1 मिलेगा ।
इसके बाद आप आपकी टीम बना सकते हो और इनकम करi सकते हो।
🙏 Sponsor ID- 609537
🇮"	(OAG,NGEN,COM)
