ID	Text	Labels	words	sents	numbers	unknowns	punctuation	year	Gender
C115.178.1	@Levison Phaomei no muivah wants flag and constitution	(CAG,NGEN,NCOM)	7	1	0	0	0	0	NGEN
C101.64	Yenglase Bjp karani	(CAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C115.60.1	Bangkok spellingdo	(CAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C10.14.3	"Nangi wakhaldo chummi haina khadoira lalli haina khandoira meeyam comment
asibu pabiribasingna leplasanu. Comment Asibu like & Unlike khanduna mayamna
nambirammu"	(NAG,GEN,NCOM)	20	2	0	0	2	0	GEN
C101.192	"discussion da representative cing ce makhoigi oiba Manipur CAB chtnba pmbara
or pmdba haice masagi comment ama2 ta thambiyo"	(CAG,NGEN,NCOM)	19	1	1	0	0	0	NGEN
C101.687	Ama amei wadi ntana congress ti suka karoi	(CAG,NGEN,NCOM)	8	1	0	0	0	0	NGEN
C130.192.2	"anjali ng d wakhal khra pikpa mi manli wakhal saana uba ngamdaba manli nupi bu
keisu leitana khanba amana mapi mapa oiraga kari afaba kayam twrakadoino moina
makhut ta power pairi kan da nupi kaya manghanlak adi ng yenga leige hairo noi
lamgi kananaba thabak khra lambi khra semme haiduna"	(OAG,NGEN,NCOM)	50	1	0	0	0	0	NGEN
C95.210	"Oja Jalal se mayamna lanna ubire. Pangal or meitei pangal gi natte.  
Arshad History of Muslim in Manipur hanna hairubei ni"	(NAG,NGEN,NCOM)	21	3	0	0	2	0	NGEN
C95.144	Anker se jalan gi mi oiraba khngdre arshad ki wase mana hekta kake	(NAG,NGEN,NCOM)	13	1	0	0	0	0	NGEN
C101.600	BSO bill 2020 ha ha ha	(NAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C101.84	"bjp gi thambal kyn congress ki khupak na thjlk adi frk tni. bjp ore vote
sungpi piroi noiddi sungpi hek piroihe ore noije tin hwre"	(NAG,NGEN,NCOM)	25	2	0	0	1	0	NGEN
C95.295	Arshad kangyet toubignu. History neither be created nor destroyed	(NAG,NGEN,NCOM)	9	2	0	0	1	0	NGEN
C101.660	Raj , thank you very much for conducting well.	(NAG,NGEN,NCOM)	8	1	0	0	2	0	NGEN
C95.291	"Last ki oja Arshad ki point sida yetliba oja SM Jalal gi khuyetsina khnge
Ammococ yaohnde hybagi yetpane hyba👏👏👏👏👏👏"	(NAG,NGEN,NCOM)	19	1	0	6	0	0	NGEN
C101.719	"Ani se pulap pullingaida timing d chap chare bora khao amada happaga nambul
turel da thadakhrase."	(CAG,NGEN,NCOM)	16	1	0	0	1	0	NGEN
C101.923.2	@mocha singh Khundrakpam 0uterdna asang kasar da pikhare	(NAG,NGEN,NCOM)	7	1	1	0	0	0	NGEN
C115.186.1	@Levison Phaomei no nagas will never accept without flag and constitution	(CAG,NGEN,COM)	10	1	0	0	0	0	NGEN
C115.66	Accord not accrod	(NAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C95.148	"Jalal se kangyet ama yaoriye bihari su malli ateina ngangbase thaoina tadrimi
touwe mana henna khngba type ta"	(CAG,NGEN,NCOM)	18	1	0	0	0	0	NGEN
C115.77	Ta biren ngnaniko	(CAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C101.801	bjp nakhoisi sakthu haiba jibani.	(CAG,NGEN,NCOM)	5	1	0	0	1	0	NGEN
C95.133	All pangal are illegal Bangladeshis! Just go thru ancient history closely!	(CAG,NGEN,COM)	11	2	0	0	2	0	NGEN
C101.788	Mayamna bor pirbni bjp amuk halaktaba oirsanu yaningba singna like toubiyu.	(CAG,NGEN,NCOM)	11	1	0	0	1	0	NGEN
C95.463	Masak mayam sina takpadi moisi Bangladeshi ee phajana yaorey haibani	(CAG,NGEN,COM)	10	1	0	0	0	0	NGEN
C101.492	"Free n freedom wa haininge adubu hndak ki sarkar c free n freedom da wa
ngangba yade nganglubaga police hekta lkaaa faba kmdouba sarkar no cbo khngde"	(CAG,NGEN,NCOM)	27	1	0	0	0	0	NGEN
C108.1	Mayang nupa natradi meitei nupa leijadrabo ?	(CAG,GEN,COM)	6	1	0	0	1	0	GEN
C12.69	"Som Manipur haibasi karamba leipak kari chatnari mayamna kari khanari haibasi
mapal lamda asum leibana khngbidraba male. Eikhoi meeoiba haibasi khunai asigi
manungda leiribani. Aduna khunai asibu khajiktang respect twba mathou tai.
Utlou gi thoudok adu mafam aduda nataba hotel gumba secure oiba mafamda
twramlagadi keisu thoidokpa thoklamloi. mayam amsu twnari handakkidunasu
ahanba natre haiba tare. Haijaningbadi thakpa chaba langba chongba loina yai
ei2gi rightni amasung freedomni. adubu right amasung freedom exercises twbada
society gisu khara responsibility lwbigadabwbani. maram eikhoi asi punana
society asida hingminabanin. Society mawa lwde eina power paire khnge heire
haiduna twningba twradi conflict thorakpa mahw sani."	(OAG,NGEN,NCOM)	101	9	1	0	9	0	NGEN
C12.132	"Ng hydo taba yabasu ywwe adubu ngsu nashana nasha heirena khanjaba mine
khngnge mithu.."	(CAG,NGEN,NCOM)	14	2	0	0	2	0	NGEN
C10.156	"Meatei nupa na pangal nupi loubada Muslim sing ci na Kari gi souraga social
media da communal oigada ba wahei mayam ama hybasy yamna ta ba dasu nugeity
adubu pangal noina meatei nupi loubada meatei eikoi na Kari hy ki ba
leigy,pangal nupi sy meatei nupa si na phara ga loubadi Nat tydana."	(CAG,NGEN,NCOM)	54	1	0	0	2	0	NGEN
C101.331	"Da Rajki perfomence si yengbada yam penjei pura manung hutle mtm kuina myamgi
seba toubiyu da raj"	(NAG,NGEN,NCOM)	17	1	0	0	0	0	NGEN
C12.52.1	"Ng wakhnj akhoiga ym manei...magi racj kngmndana mmyda ecng khikchnbada jw
lwrani😂"	(CAG,NGEN,NCOM)	13	1	0	1	1	0	NGEN
C12.144.2	Priya Thoudam the way he saying is truth	(NAG,NGEN,NCOM)	8	1	0	0	0	0	NGEN
C101.793	"BJP modi gi macha anise ngaore. Law of asylum karino faoba fajana khngdri
anise."	(CAG,NGEN,NCOM)	14	2	0	0	2	0	NGEN
C100.11	Ym chumme	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C100.48.2	"nupa singse yadarae semdok pa gmdare khng a d nupi sing nohoi su khara
cheksinba d yai haina khlle  
eikhoi manipur se western gi dress t yam set chaning ba nupisu nupa su adubu
wakhl d western gi wakhl yaw da ba  
smna haiba da outside india america gumbada d nupi amma shorts paint gumba
setlahga chtpada nupa sing duna keisum yeng su yengde karimta su haide  
ado mohoi gi mentality do yengo yam chm ba wakhl do american nupa da sugumba
keisum leitaba achmba wakhl chelli se region aduna ne  
aduna eikhoi manipur da leiba migi wakhl ga atoppa ga mannade  
mannade khng banina nupi nohoi su khitng d chek sin c  
aduga pot t kappegumba taba da yam uncomfortable oiba wahei sing cjinnariba mi
singse  
uneducated oiba chwkhttaba mina ngandwba waheine  
c yam ftte cgumba fttaba wahei , mityeng , lmcht sajtse hong dokpa d yam fei"	(OAG,GEN,NCOM)	147	1	0	0	2	0	GEN
C95.55	Wathi tai	(CAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C101.216	"Amazing counter questions....by anchor...chahi kya2 chasillaga leiba
politicians singse vote myada chaba tumnaba knna ngangnarkpasidi....noktaba
ngmde. party masel hunnabiyu vote kanaba.aduga hyengwai nacha nashu geido
das,chowdhury,patel,sageida onthok ammo."	(CAG,NGEN,NCOM)	34	2	1	0	8	0	NGEN
C108.122	mi2 apambane chana2 badune...hppY married life 💜	(NAG,NGEN,NCOM)	7	1	2	1	1	0	NGEN
C12.103.2	"phi mtt setlaga chwkhtli chwkhtte se migi wakhlon da mkha ponli mina adu ada
hyrena hetta chumgdw ntte chwkhtnaba twbada wakhl su positive ta khnba tyne
mtt ata abu keino ha ym thina chwkhttaba thbk twrabdwna chwkhtte khnliba ngna
khit henna chwkhtkhidre mpanlom chwkhtle hyse mina aranba ntti nttabida apamba
thbk twbda yettabei mtt mta kana dress ne ado eikhoi nupi na setmingdna
setchariba aduda aranba kem ywde nthw di leitrabnina adugumba yengjhnla leiyo
hoi yu thkpbudi khara lanba yai aduga mtt mta do pngano khngedna thajnninge
tasengna hyradi noigumbse yam thina chwkhttaba jatne"	(CAG,NGEN,NCOM)	94	1	0	0	0	0	NGEN
C130.139	Ore2222222	(CAG,NGEN,NCOM)	1	1	1	0	0	0	NGEN
C101.896.2	"BJP pamdradi CONGRESS tasu pirunu animak chap manei gyn tao, epa epu na
congress bjp touramene hujik akhoina sum adu ellaga chatou natte"	(CAG,NGEN,NCOM)	23	1	0	0	1	0	NGEN
C33.1.2	Wareda2 waridu yam hainingde	(CAG,NGEN,NCOM)	4	1	1	0	0	0	NGEN
C115.15	I want only editor Hemanta comments	(NAG,NGEN,NCOM)	6	1	0	0	0	0	NGEN
C33.50	Manipur meitei singse saa onle pura minungsi machet amata yaomnde	(OAG,NGEN,COM)	10	1	0	0	0	0	NGEN
C130.39.1	Chummi2👍	(NAG,NGEN,NCOM)	1	1	1	1	0	0	NGEN
C12.127	Ebungo nang yamna warea	(CAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C108.90	THUNGAOU NGAKTANI PAISA PAIBANA TOURADI ADUM YARAMGANI	(CAG,NGEN,NCOM)	7	1	0	0	0	0	NGEN
C130.19	Nupi bu hanthana yengbiga nu	(CAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C101.211	"Karomdagi laktoino yam knna hngee!! Himanta biswasharma ga sarbananda sonowal
gagi plan karino khngbyu....manipur bjp gi heishingba leadersing....CAB pass
tawradi Assam dagi kyam chngk ke haibdu yengyu"	(NAG,NGEN,NCOM)	29	3	0	0	3	0	NGEN
C95.165	"Manipur independence matangda wari sana b oh haiba yadana lei ba sheh kari lei
ba geh, manipur freedom gi matangda neina b oh"	(NAG,NGEN,NCOM)	23	1	0	0	1	0	NGEN
C95.465.3	"Etao akhoidi meetei pangal asengbne..  
Yumnak yaodaba cngsina salak mela sahandwre manipurse"	(CAG,NGEN,NCOM)	12	3	0	0	2	0	NGEN
C95.127	"Karaidgi maipak ningthou no khngdre manipurdi yam segainaba yam pambni
segainaro"	(CAG,NGEN,NCOM)	11	1	0	0	0	0	NGEN
C100.29	Ym chume	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C95.292	"PANGAL di Meitei Poirei Lamdam Kangleipakki Machani. Muslim? Pakista la,
Bangladseh la, Afganisthan la, Russia ra?"	(NAG,NGEN,NCOM)	16	3	0	0	6	0	NGEN
C101.372	"Bjp gi mising c ekaibga faodb male comment piribc moigi mi amafw
yaodre......withdraw twhwro matam leiringeida"	(CAG,NGEN,NCOM)	17	1	0	0	1	0	NGEN
C101.47	No bjp bye2 bjp please go away from Manipur	(NAG,NGEN,NCOM)	9	1	1	0	0	0	NGEN
C95.415	China da noi leirmdaba se laibak fei.	(CAG,NGEN,NCOM)	7	1	0	0	1	0	NGEN
C95.132	"OJA JALAL she ACADEMIC ACADEMIC ti yam haiiiiiii but what he expressed is
totally flop...........marak yam thatle mina ngangbada mahakna ngangbada
kanamtana yetkhidaba malle"	(CAG,NGEN,NCOM)	25	1	0	0	1	0	NGEN
C33.20	"Mob justice ki maongshidi yaningdea fana lallabasu ain gi matung inna cheirak
pihanbasu yabani haibashi metei machashingsea khangdamallea mashigumba sa
ngadafou chatloidaba lichatshidi yaningdea"	(OAG,NGEN,NCOM)	24	1	0	0	0	0	NGEN
C95.86	"Ei pangal ama oina Bihar dagi hindu nupi ama louduna luhonglaga echa khara
leire hairasi, masida eigi nupisi hindu ni haiduna eigi echasingse Hindu
pangal amuk haiba taribra? Meetei Pangal haibasi sukya yaroidaba wafamni.
Aduga suggestion amana, Muslim haibasina suffix oina haplaga Muslim Pangal
haibasina khwaidagi chanagani."	(CAG,NGEN,COM)	47	3	0	0	5	0	NGEN
C101.759	"Who is the real BJP or Cong in Manipur, it's no one,trading & selling each
other..I don't think anyone of them or before have never meant to do anything
about the State..Nothing.."	(CAG,NGEN,NCOM)	34	6	0	0	9	0	NGEN
C33.17	Kari maramgino	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C115.140	"Sign touba toudaba sum neinarisibu...kangleicha singse sukhang khangdrabo
Territorial council di soidrabane...nested state oiradabane..."	(CAG,NGEN,NCOM)	16	1	0	0	3	0	NGEN
C101.814	"Low of isoliam je mi khudingmakpu chap manei nangonda yettumna thinbada nariba
dumaina mingondasu same paint fil toueba adu citizens ship pini haiba natteba
jus my view subject to correct"	(CAG,NGEN,NCOM)	30	1	0	0	0	0	NGEN
C95.440	oja jallal c pangalsi meitei ningolna pokpni haibc eya yaningdbg maong malle.	(NAG,NGEN,NCOM)	12	1	0	0	1	0	NGEN
C95.458	Zalal si Pakistan dagi changlakpa kuiramkhiroi.	(CAG,NGEN,COM)	6	1	0	0	1	0	NGEN
C101.710	"bjp si wa marak adum thali moina kana hairaga moina chumina leire. eyamba Raj
waremni da"	(NAG,NGEN,NCOM)	16	2	0	0	1	0	NGEN
C95.337	Awot apa saba mym yammndna santi fngdre lmdm se	(CAG,NGEN,NCOM)	9	1	0	0	0	0	NGEN
C101.810	"Discussion se hana takhoko sanariba warise hana understand tounaba hotnou mi
mask uraga sithanaba hotnakhinu meetei macha loinamk nakhoi2 uraga wakhl
khnthadba mi malhanganu"	(CAG,NGEN,NCOM)	24	1	1	0	0	0	NGEN
C95.215	Mayai thangbagi mityeng cdi farak taihe.... Farak yam tadouri	(NAG,NGEN,NCOM)	9	2	0	0	1	0	NGEN
C101.820	Oja Tiken kanglada mandop sabei matangdo ningsinglakeda	(NAG,NGEN,NCOM)	7	1	0	0	0	0	NGEN
C10.60	Masak fjei, pmme eiju amata	(CAG,GEN,NCOM)	5	1	0	0	1	0	GEN
C101.960.4	Asengbne eina support twe	(NAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C101.873	"[#ChBijoy](http://www.youtube.com/results?search_query=%23ChBijoy), paokhum do
fajana pibiyu mayam loina singlabani, Assam da district 11 Bangladeshi na
masing helle hairaga amuk Bangladeshi Hindu khak amuk pusingy khallido
keigino?? Hindu oigera Muslim oigera mitop t mitop ni amata pamjadre... Leibak
meeyam gi sentiment khngbiyu thaina
[#Santidas](http://www.youtube.com/results?search_query=%23Santidas) Gosai gi
khongjum thakpagi heinabisi thadokpana fagani esa gi oijaba khak khanbiganu..."	(CAG,NGEN,NCOM)	51	3	1	0	13	0	NGEN
C12.57.1	What's there to think????? I like his speech! Dumb head	(CAG,NGEN,NCOM)	10	3	0	0	2	0	NGEN
C12.24	Sakthu minai	(OAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C101.524	"Hahaha bijoy tiken c hinglmli noini lakpna bjp d vote piningdbgi machk ama
oirni hahaha 😂 🤣"	(CAG,NGEN,NCOM)	15	1	0	2	0	0	NGEN
C100.33	"mym² comment section da respectful comment piyu hybani chin thibiyu hyba
nttiye"	(CAG,NGEN,NCOM)	12	1	0	0	0	0	NGEN
C115.54	tumlamdai patlouba thoklani thille luchingba mikap thoklo emagidamak	(CAG,NGEN,NCOM)	8	1	0	0	0	0	NGEN
C101.913.4	Kaiku kaiku kaiku	(NAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C101.530	Law of asylumgi matangda amuk twse hayeng amuk chp manab penalist adum koubiyu	(NAG,NGEN,NCOM)	13	1	0	0	0	0	NGEN
C95.36	Amucooo da full support ne	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C95.29	Kkk ngsu yareko	(NAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C95.321.1	MADRID	(NAG,NGEN,NCOM)	1	1	0	0	0	0	NGEN
C95.43	Jalal kanano hanna khangnaraba ngaktani. Moi divide & rule policy gi agent ni.	(CAG,NGEN,NCOM)	12	2	0	0	3	0	NGEN
C101.935.2	"Bro bjp da thada ra su atopa afaba ama da thada say. Bro ge vote 1 na bjp na
ka ge ba su yai bjp d kahan gum say. 🙏"	(CAG,NGEN,NCOM)	28	3	1	1	2	0	NGEN
C101.922	Hhaaaa ym pellle bjp	(NAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C101.462	Manipurda bjp muthatlasi	(CAG,NGEN,NCOM)	3	1	0	0	0	0	NGEN
C100.22	Potti kaapehey	(OAG,GEN,NCOM)	2	1	0	0	0	0	GEN
C95.30	"Echou jalan se meitei ga Mari leinaba pamdaba manli jalan na khatang ngangbada
loi khangi marou leina wa ngangnu yam taningde nagul khangiko nungcna leimise
yafare khwaidei fabadi nungcnana leiminac hairagadi meitei pagal haibana
fagani yaifare"	(CAG,NGEN,NCOM)	36	1	0	0	0	0	NGEN
C95.471	👍 up for Sir Syed DMC ATRS	(NAG,NGEN,NCOM)	6	1	0	1	0	0	NGEN
C108.67	"Leiminnaradi khtnada ngmponte pukning nungcba mtang yaobda hyba nungaiboi
keiboi epam chtchakhrge kyna oinaribni...ngju adu mangai mtmduda nggi thamoina
ngna thadok pirmlba eramdamse kym nungcrakke yengo sister😊"	(CAG,GEN,NCOM)	28	1	0	1	1	0	GEN
C115.196	"Pikkhraba lamdam asi bu karigi mapi mapa oiba makhoina tunggi fhibam kharasu
khanthahanningi"	(CAG,NGEN,NCOM)	13	1	0	0	0	0	NGEN
C10.65.4	"@Hamein purana din he lotadijiye modi ji Hitler san se haodi haobane ado
nangna thongbadi tukatchei namthiramni"	(CAG,NGEN,NCOM)	16	1	0	0	0	0	NGEN
C115.2	china will armed the naga	(CAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C130.70	"nupa na thawoidre na lambi lange hairadi divorce fajana hanna taukho
yadro.matu leikhngna paladi khngba tabni pumnamk to oktaba lichat chatladi
nupa duna khainaba tabni.ngna chumna leiramadi mina khudongchaba laukhidra.
naramchat ti chumde"	(OAG,GEN,NCOM)	33	2	0	0	1	0	GEN
C95.416	"Jalal Ng nagun Munna khangi ebo. MANPAC semme CAB thengnanaba Ng na PAM haina
ama hekta semmi. Meetei GA pangal GA punna ba hotnei ngna ama hekta. Bera ni."	(CAG,NGEN,COM)	29	4	0	0	4	0	NGEN
C101.898	"Toke hekose hanna professor oirammi haidaine mana takpa lessondo gyan tabra
hangningkhre magi satraka yaobro leikaisibo"	(CAG,NGEN,NCOM)	16	1	0	0	0	0	NGEN
C101.916.1	"Huranlaga changlakpa mibu yokpa pamba tantkokpa yahanloida party'da vote
pijaroi"	(CAG,NGEN,NCOM)	10	1	0	0	0	0	NGEN
C95.423	Jalal is very bad man	(CAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C33.50.2	Mana syringe thillammidudi.	(CAG,NGEN,NCOM)	3	1	0	0	1	0	NGEN
C33.51.1	Ngarang numitdanggini	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C115.218	Action yaodradi yaroi a	(CAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C108.104.1	Indeed...so fed up of this toxic youtube community .	(NAG,NGEN,NCOM)	9	1	0	0	2	0	NGEN
C95.336	"khra leiradi manipur history c E-ningbada E-raga hainingbda hairk-ani ha2
nokningi history khngba mymc (divide 2) loirkpada joker taduine asengba
history mymc ! history da base twba discussion ama hana twragadi fagani
...scholar sing writter sing oirkkadubu singge yengbiraga base on reality
history da E-Hngbiba ama chngbra haina khngjai... eigee2 pmbda history talk
twbacdi tariba yengiba mi ym gesu nokningba fwrkkani ..."	(CAG,NGEN,NCOM)	59	2	3	0	6	0	NGEN
C101.551	"Ngcmuk manung hutna taba nungaiba Leite animak chp manei Amana hende amana
watte"	(NAG,NGEN,NCOM)	13	1	0	0	0	0	NGEN
C101.924.2	Eisu Congress	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C33.45.4	"Ngse lyrik lysu tmdaba meesu manle nggi wangang sangangduna tak ee akhoi
Muslim nupi ga noi meitei nupi ga changdamnarkanu noina noigi meitei nupi msk
fjei khnjabagum akhoisu akhoi Muslim nupibu noigi meitei nupidagi henna fajei-
sengena khnjarani, ng chgt² yamna twrije ng kyam faobno ngamni hyradi ng
khktng lak o kibide, nyumdgi mapan thoktaba ngna hum, noigi emungda thokpa
oiradi fana lallasu band twdana praja da awaba pinine, ng kyam khngba meeno
skthu, ngdeba akhoi etao ama leiye meitei ne hyse nggi wangang sangangdu
tabada thangna kakla hatke hyni thumotei"	(OAG,NGEN,NCOM)	91	1	0	0	6	0	NGEN
C12.126	Matan2 d tallaga mayang tansi kyna	(CAG,NGEN,COM)	6	1	1	0	0	0	NGEN
C101.471	Tbada waredako punna phamhallga keino ama tounigee bro Raj	(CAG,NGEN,NCOM)	9	1	0	0	0	0	NGEN
C108.64	Congratulation wedding	(NAG,NGEN,NCOM)	2	1	0	0	0	0	NGEN
C115.167.1	@Gamer Era if situation compels to bring about peace.😎	(CAG,NGEN,NCOM)	8	2	0	1	1	0	NGEN
C101.68	Pabung Nara da oina pirasae... BJP Congress khirae	(CAG,NGEN,NCOM)	8	2	0	0	1	0	NGEN
C105.19.2	"@Ringreiso Ringreiso Kamei...bro.. You are right 👍❤️... Makhoi na hai nupibu
yamna taba nungai taba...wa... eshore gi maphamdadi kayada mana chaukhraba...
makhoi khaangde..khaangsu khaangloi khangbasu pamlamloi haibadi makhoina  
Ningliba laido derma chendaba... they don't know what is Truth... they don't
know what is love.. but they know only Hate jealous and they want always fight
argue quarrel... they don't have in their hearts no peace 🕊️ but How Love our
God Jesus Christ Almighty 🙏👍🙏❤️ He Die for our Sins.... greeting by Rigol
Kamei Rongmei Naga...."	(CAG,NGEN,COM)	85	8	0	10	16	0	NGEN
C10.87	"Love is blind nungcradi keisu kaide apmba mphm da apmba mida leibana ym fei
pmdaba da leidei saruk.. Nungaina pnba oiyo ❤️❤️❤️❤️🤗"	(NAG,NGEN,NCOM)	21	3	0	9	2	0	NGEN
C10.73	Mym amuk halk a haise chum la yatlo	(NAG,NGEN,NCOM)	8	1	0	0	0	0	NGEN
C10.91.1	nungaina leiba oiyu keisumta khalunu	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C95.466	Sir Syed Ahmad na here	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C101.101	"We are all hypnotyse by the suits and tv...and their propaganda...congress ka
bjp gana miyam gi mhut cnba yarabro moigi opinion khk na manipur praja na
yaradro...mtang c ywrafao congress na fei bjp na fei duna fei haiba
leiribro...BYOB PEOPLE FUCK ALL THE POLITICAL PARTIES AND THIER AGENDAS"	(CAG,NGEN,NCOM)	52	2	0	0	4	0	NGEN
C101.56	"politics ti kaya khngjade adubu mirol taraba mi amana CAB gi mnung g
wahnthokse khngagd krmba ereibaki machasingna support twdorige. adubu bjp g
heiraba ahal anisina thmiba wahei ntraga warol mayamse cd khitang da nte ym
thina nungaijade"	(OAG,NGEN,NCOM)	38	2	0	0	1	0	NGEN
C10.187.5	Migi cment da chngaga afao sarisibu kym lingbano okchaba	(OAG,NGEN,NCOM)	9	1	0	0	0	0	NGEN
C95.381.1	"@Raes Ahmed akhoigi state govt kidi noina lwiidana akhoigi chakthung.. Gap tw
nahamacha"	(CAG,NGEN,NCOM)	12	3	0	0	2	0	NGEN
C33.25.1	"Meitei kanana thabal chongbada Muslim ywba yade haigiba leige wari achumbadu
khngdna yamna ahei heipa sabiganu nupi Duda thabal chongbada khut sminase
yadabagi syringe thinjnlmbagi fubane noishu khnlu nupa Amana nupi amada adumai
twrma ga leikai gi mymba mpa geina kamaina fwgani sida meitei muslim kem
khaidokpa leite noina adukyam khnlidubo keino ngdngro nttra Muslim Mtcha
loimklo"	(OAG,NGEN,COM)	57	1	0	0	0	0	NGEN
C95.455.3	Arshad haiba leirik leisu heitba nakhoi na history se ontak-onsin tourone	(CAG,NGEN,NCOM)	11	1	0	0	0	0	NGEN
C95.276	"Maipngba kdaidagi Arshad haicna.Reservation piba haise state aduda leiba
population adug mtung inna.mnipuri tribe cngdana krig reservation piriba.tribe
na state kyada majority oina leirena eikhoigi mnipur Da pidba taragdra?khngsu
khngdna.peisa kya pirklome.achumba ngangune.achumba twc haibnine.msida fttba
wkhlongi [ntte.cd](http://ntte.cd/) esagi jtigi edentity ni.tunglmcht ydba
noigumba leibnani he...."	(CAG,NGEN,NCOM)	47	3	0	0	6	0	NGEN
C101.183	"Bijoy haibra hangoi borabi malba nakhoi BJP ge haijilbi se leptrine ha.nort
east bo another Kashmir oigane CAB CT nadrade ka e. Ng ge nakok tu kadaida
palge Hindu ,jail,budhist asenachingba changlakpadade indigenous people d
mangkhiroidra.nakhoi RSS ge ideology do thadok u ne.nareibak yolganu ne.nasa
ge oijaba kharage."	(NAG,NGEN,NCOM)	49	1	0	0	3	0	NGEN
C101.246.1	Ns Rondabu.... right and plz vote for somendro..	(CAG,NGEN,NCOM)	8	2	0	0	3	0	NGEN
C10.4	"Ei muslim macha ama oirasu yai amata oibgi lipun kaigngumse nungaina panba
oibi yu che"	(NAG,NGEN,NCOM)	15	1	0	0	0	0	NGEN
C101.191	politics twba mesingse mashk yengningde manipurgi fanaba twba amta yaode....	(NAG,NGEN,NCOM)	10	1	0	0	1	0	NGEN
C95.273	"Noibu kanano ... noibu kanana pangalgi representative oina khallaga pangalgi
mahut sillaga hairino... nawa loude chatlu ada... kouningba kousanu.."	(CAG,NGEN,NCOM)	18	2	0	0	5	0	NGEN
C101.417	"BJP se yam wakhal taba watle pura angangne congressna twrambani adu twbani na
sum tw leiradi yararoi congress na hoo chabagi act ama thanmmasu sum chatna
leigadro fattaba pottudi lwthokpa kayam kaige congressna twrmbagi marumda
khutlai oina cjanabase yam pngba anganggi maongni bjp na public convince
twbadi napuncgi oiroi maramdi hwkhraba past tagi yeng aga thabk tw leiradi
kamai oidoino afaba anwba thabk twrk o congress na twrmbani eikhoidi amment
twbani kari wano cbo wa makha yam taningdehe"	(CAG,NGEN,NCOM)	78	1	0	0	0	0	NGEN
C95.136	"Meitei pangal hyraga kei kaige jalal hyba waheisina sum taklabani Manipur gi
native nattee"	(CAG,NGEN,NCOM)	14	1	0	0	0	0	NGEN
C101.715	Asuk ymna nungaib Di thengnadri	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C10.107	Any pangal negative comment	(CAG,NGEN,NCOM)	4	1	0	0	0	0	NGEN
C95.281	Jalal se aphaba mi natte da	(OAG,NGEN,NCOM)	6	1	0	0	0	0	NGEN
C101.141	"BJP Sidi hapu ngakta ngairaba khngde. Mizoram na ngammaga Manipur na manipur
Da BJP muthatpa keidoubagi ngamdarino"	(CAG,NGEN,NCOM)	17	2	0	0	1	0	NGEN
C115.197	BJP gee puppet sing lak,u yadrabra	(CAG,NGEN,NCOM)	7	1	0	0	1	0	NGEN
C101.475	"Ima leibak nungsise ima leibak kanse migi mama masak fajabada ima kouba
yaponte 🙏"	(CAG,NGEN,NCOM)	13	1	0	1	0	0	NGEN
C95.381.3	Reservation se meitei dagi loubni haina khnbibro??	(CAG,NGEN,NCOM)	7	1	0	0	1	0	NGEN
C101.21	Oja tiken ng natomtaa ngangge hairiroo..	(NAG,NGEN,NCOM)	6	2	0	0	2	0	NGEN
C115.56	Time to look east policy	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C10.2	Asengba nucbana darmana hen yapote	(NAG,NGEN,NCOM)	5	1	0	0	0	0	NGEN
C101.549	"Khatnare = khatnare"" khamba ngamnadre& Tamo Raj na khamdradi yararoy.....Tamo
Raj 👍👍👍"	(NAG,NGEN,NCOM)	11	2	0	3	4	0	NGEN
C101.736	"[BJP.gi](http://bjp.gi/) Spok Person Respected Oja Tiken&Oja Bijoy ngamkhei
leitna thagatli, Macha khaina2 Marik chum chumna fjaraba wafm mayam thambi.
Oja Ani Leirimakhei BJP.sungnop noploi, Long Live BJP."	(NAG,NGEN,NCOM)	27	2	1	0	8	0	NGEN
